asset_id,market_id,acquisition_date,equipment_class,oec
16586,8,10/1/2017,Aerial,88057
17885,8,11/1/2017,Aerial,88057
16525,7329,10/1/2017,Aerial,88057
1649,5,1/1/2016,Aerial,87883
19064,9,12/1/2017,Aerial,87222
13933,1,10/1/2017,Aerial,87222
14432,9,10/1/2017,Aerial,87222
16167,3,10/1/2017,Aerial,87222
13700,3,9/1/2017,Aerial,87222
14217,7522,10/1/2017,Aerial,87222
13955,8,10/1/2017,Aerial,87222
6666,5,1/1/2017,Dirt,87096
12798,9,8/1/2017,Aerial,87040
8727,3,3/1/2017,Aerial,87040
12005,8,8/1/2017,Aerial,87040
12007,7522,8/1/2017,Aerial,87040
18843,1,12/1/2017,Aerial,86777
18946,7329,12/1/2017,Aerial,86777
5723,6877,1/1/2016,Aerial,86003
5764,6,1/1/2016,Aerial,86003
4290,8,1/1/2016,Aerial,86003
5721,9,1/1/2016,Aerial,86003
5774,3,1/1/2016,Aerial,86003
5722,9,1/1/2016,Aerial,86003
5799,5,1/1/2016,Aerial,86003
5720,7670,1/1/2016,Aerial,86003
2528,5,1/1/2016,Aerial,86003
2526,7522,1/1/2016,Aerial,86003
2525,8633,1/1/2016,Aerial,86003
2524,8,1/1/2016,Aerial,86003
2527,8,1/1/2016,Aerial,86003
4225,5,1/1/2016,Aerial,86003
5973,3,1/1/2016,Aerial,85707
4176,3,1/1/2016,Aerial,85707
4157,2,1/1/2016,Aerial,85707
5742,3,1/1/2016,Aerial,85707
5867,5,1/1/2016,Aerial,85707
1653,3,1/1/2016,Aerial,85707
4158,3,1/1/2016,Aerial,85707
5881,6877,1/1/2016,Aerial,85707
4177,3,1/1/2016,Aerial,85707
5753,3,1/1/2016,Aerial,85707
17954,9,11/1/2017,Dirt,85320
5855,7669,1/1/2016,Aerial,84960
5912,2,1/1/2016,Aerial,84960
12046,8,8/1/2017,Aerial,84611
12112,8,8/1/2017,Aerial,84611
16588,8,10/1/2017,Aerial,84611
6238,2,1/1/2016,Dirt,84240
6237,2,1/1/2016,Dirt,84240
6239,8631,1/1/2016,Dirt,84240
4457,8,1/1/2016,Aerial,83982
4085,6,1/1/2016,Aerial,83982
4063,10744,1/1/2016,Aerial,83982
8103,8,3/1/2017,Aerial,83760
7769,8,2/1/2017,Aerial,83760
7827,7329,2/1/2017,Aerial,83760
8191,8,3/1/2017,Aerial,83760
8034,8,3/1/2017,Aerial,83760
8033,8,3/1/2017,Aerial,83760
7919,8,2/1/2017,Aerial,83760
9042,7329,4/1/2017,Aerial,83760
6794,9,1/1/2017,Dirt,83550
3507,9,1/1/2016,Aerial,83544
3506,9,1/1/2016,Aerial,83544
16596,7329,11/1/2017,Aerial,83520
6795,3,1/1/2017,Dirt,83480
13725,10744,9/1/2017,Aerial,83326
18253,8,12/1/2017,Aerial,83326
13943,7329,10/1/2017,Aerial,83326
18226,7329,12/1/2017,Aerial,83326
9234,8,5/1/2017,Aerial,83326
10434,3,6/1/2017,Aerial,83326
18198,3,12/1/2017,Aerial,83326
8108,8,3/1/2017,Aerial,83326
13944,8,10/1/2017,Aerial,83326
9783,9,6/1/2017,Aerial,83326
9846,3,6/1/2017,Aerial,83326
19019,8,12/1/2017,Aerial,83326
10323,8,6/1/2017,Aerial,83326
9769,6877,6/1/2017,Aerial,83326
9719,5,6/1/2017,Aerial,83326
20427,9,12/1/2017,Aerial,83326
14024,3,10/1/2017,Aerial,83326
18202,7329,12/1/2017,Aerial,83326
13916,6,10/1/2017,Aerial,83326
9784,9,6/1/2017,Aerial,83326
18231,6,12/1/2017,Aerial,83326
9778,9,6/1/2017,Aerial,83326
10435,3,6/1/2017,Aerial,83326
16292,9,10/1/2017,Aerial,82830
16400,9,10/1/2017,Dirt,82830
16645,9,10/1/2017,Aerial,82830
16472,5,10/1/2017,Aerial,82830
13743,9,9/1/2017,Dirt,82762
13609,9,9/1/2017,Dirt,81810
13608,9,9/1/2017,Dirt,81810
1674,3,1/1/2016,Aerial,81716
4191,8,1/1/2016,Aerial,81716
5974,8,1/1/2016,Aerial,81716
13747,9,9/1/2017,Dirt,81346
13809,8,9/1/2017,Aerial,81215
10325,8,6/1/2017,Aerial,81215
13837,8,9/1/2017,Aerial,81215
10724,3,7/1/2017,Aerial,81215
10718,7522,7/1/2017,Aerial,81215
1815,5,1/1/2016,Aerial,81072
1803,3,1/1/2016,Aerial,81072
1807,7522,1/1/2016,Aerial,81072
4067,2,1/1/2016,Aerial,81063
6041,7669,1/1/2016,Dirt,80640
4942,1,1/1/2016,Dirt,80640
6147,6,12/1/2016,Dirt,80640
7980,9,3/1/2017,Dirt,80346
13884,7522,9/1/2017,Aerial,80198
13862,8,9/1/2017,Aerial,80198
13798,3,9/1/2017,Aerial,80198
13797,3,9/1/2017,Aerial,80198
13861,3,9/1/2017,Aerial,80198
6699,8,1/1/2017,Aerial,79200
496,1,1/1/2016,Dirt,79200
6698,8,1/1/2017,Aerial,79200
5003,3,1/1/2016,Aerial,79200
2455,7522,1/1/2016,Aerial,79062
8566,3,4/1/2017,Aerial,78918
8975,3,4/1/2017,Aerial,78918
8016,9,3/1/2017,Aerial,78918
7975,9,3/1/2017,Aerial,78918
9167,6,5/1/2017,Aerial,78918
8899,8,4/1/2017,Aerial,78918
7981,9,3/1/2017,Aerial,78918
5248,9,1/1/2016,Dirt,78480
2509,8633,1/1/2016,Aerial,78095
4812,9,1/1/2016,Aerial,78095
4663,9,1/1/2016,Aerial,78095
4603,9,1/1/2016,Aerial,78095
5324,9,1/1/2016,Aerial,78095
4670,9,1/1/2016,Aerial,78095
1245,2,1/1/2016,Aerial,77760
1871,3,1/1/2016,Aerial,77378
1849,8,1/1/2016,Aerial,77378
1900,10525,1/1/2016,Aerial,77378
1859,3,1/1/2016,Aerial,77378
1872,3,1/1/2016,Aerial,77378
1734,3,1/1/2016,Aerial,77378
2504,3,1/1/2016,Aerial,77378
1884,8,1/1/2016,Aerial,77378
1883,8,1/1/2016,Aerial,77378
2454,3,1/1/2016,Aerial,77378
2502,3,1/1/2016,Aerial,77378
2465,8,1/1/2016,Aerial,77378
1921,6877,1/1/2016,Aerial,77378
2501,3,1/1/2016,Aerial,77378
2503,3,1/1/2016,Aerial,77378
1846,7329,1/1/2016,Aerial,77378
1918,1,1/1/2016,Aerial,77378
1543,8,1/1/2016,Aerial,77378
2475,3,1/1/2016,Aerial,77378
1931,3,1/1/2016,Aerial,77378
1565,3,1/1/2016,Aerial,77378
1909,8,1/1/2016,Aerial,77082
1708,8,1/1/2016,Aerial,77082
1550,2,1/1/2016,Aerial,76594
9885,8,6/1/2017,Aerial,76416
9887,8,6/1/2017,Aerial,76416
10020,8633,6/1/2017,Aerial,76416
1546,3,1/1/2016,Aerial,75600
1529,3,1/1/2016,Aerial,75600
1537,3,1/1/2016,Aerial,75600
1566,3,1/1/2016,Aerial,75600
1533,3,1/1/2016,Aerial,75600
1534,3,1/1/2016,Aerial,75600
5760,9,1/1/2016,Aerial,75360
5372,8,1/1/2016,Aerial,75360
5239,9,1/1/2016,Aerial,75360
3969,9,1/1/2016,Aerial,75360
4192,3,1/1/2016,Aerial,75360
5420,6877,1/1/2016,Aerial,75360
4527,3,1/1/2016,Aerial,75360
4664,8,1/1/2016,Aerial,75360
4671,3,1/1/2016,Aerial,75360
4720,3,1/1/2016,Aerial,75360
3755,7329,1/1/2016,Aerial,75360
4432,7522,1/1/2016,Aerial,75360
4289,7329,1/1/2016,Aerial,75360
4149,7522,1/1/2016,Aerial,75360
3951,8,1/1/2016,Aerial,75360
3904,10744,1/1/2016,Aerial,75360
2275,3,1/1/2016,Aerial,75360
4240,7329,1/1/2016,Aerial,75360
4604,10744,1/1/2016,Aerial,75360
4600,7522,1/1/2016,Aerial,75360
4627,3,1/1/2016,Aerial,75360
5779,4,1/1/2016,Aerial,75360
5517,5,1/1/2016,Aerial,75360
4239,7522,1/1/2016,Dirt,75360
3905,7522,1/1/2016,Aerial,75360
4012,8,1/1/2016,Aerial,75360
5360,5,1/1/2016,Aerial,75360
5608,10744,1/1/2016,Aerial,75360
4495,6877,1/1/2016,Aerial,75360
5473,3,1/1/2016,Aerial,75360
5250,5,1/1/2016,Aerial,75360
4073,7329,1/1/2016,Aerial,75360
3970,9,1/1/2016,Aerial,75360
5731,5,1/1/2016,Aerial,75360
4197,3,1/1/2016,Aerial,75360
5596,7329,1/1/2016,Aerial,75360
5483,5,1/1/2016,Aerial,75360
5390,6877,1/1/2016,Aerial,75360
5671,9,1/1/2016,Aerial,75360
3756,8,1/1/2016,Aerial,75360
5518,5,1/1/2016,Aerial,75360
4175,3,1/1/2016,Aerial,75360
4801,3,1/1/2016,Aerial,75360
5371,6,1/1/2016,Aerial,75360
4499,7522,1/1/2016,Aerial,75360
3663,5,1/1/2016,Aerial,75360
5672,5,1/1/2016,Aerial,75360
3906,3,1/1/2016,Aerial,75360
3844,8,1/1/2016,Aerial,75360
1902,3,1/1/2016,Aerial,75360
5470,3,1/1/2016,Aerial,75360
2198,3,1/1/2016,Aerial,75360
5255,10744,1/1/2016,Aerial,75360
5516,8632,1/1/2016,Aerial,75360
4013,6877,1/1/2016,Aerial,75360
4084,7329,1/1/2016,Aerial,75360
3995,7672,1/1/2016,Aerial,75360
5195,7522,1/1/2016,Aerial,75360
5631,3,1/1/2016,Aerial,75360
5691,7329,1/1/2016,Aerial,75360
3944,3,1/1/2016,Aerial,75360
5632,3,1/1/2016,Aerial,75360
4022,8,1/1/2016,Aerial,75360
5620,7522,1/1/2016,Aerial,75360
3949,10744,1/1/2016,Aerial,75360
3950,8,1/1/2016,Aerial,75360
5718,9,1/1/2016,Aerial,75360
3968,7522,1/1/2016,Aerial,75360
4536,7522,1/1/2016,Aerial,75360
4644,8,1/1/2016,Aerial,75360
3914,9,1/1/2016,Aerial,75360
4412,8,1/1/2016,Aerial,75360
4011,8,1/1/2016,Aerial,75360
4599,7522,1/1/2016,Aerial,75360
4061,8,1/1/2016,Aerial,75360
10771,6877,7/1/2017,Aerial,75027
7956,3,3/1/2017,Aerial,75027
8257,10744,3/1/2017,Aerial,75027
8152,4,3/1/2017,Aerial,75027
11835,9,8/1/2017,Aerial,75027
11857,8,8/1/2017,Aerial,75027
11978,8,8/1/2017,Aerial,75027
12115,8,8/1/2017,Aerial,75027
8241,10744,3/1/2017,Aerial,75027
7983,9,3/1/2017,Aerial,75027
11836,9,8/1/2017,Aerial,75027
10842,5,7/1/2017,Aerial,75027
13100,7329,8/1/2017,Aerial,75027
10796,9,7/1/2017,Aerial,75027
11808,8135,8/1/2017,Aerial,75027
13839,7329,9/1/2017,Aerial,75027
16357,3,10/1/2017,Aerial,75027
10657,7329,7/1/2017,Aerial,75027
10523,2,7/1/2017,Aerial,75027
16443,2,10/1/2017,Aerial,75027
13840,7329,9/1/2017,Aerial,75027
12041,8,8/1/2017,Aerial,75027
10767,9,7/1/2017,Aerial,75027
8206,3,3/1/2017,Aerial,75027
16779,8,11/1/2017,Aerial,75027
10754,8,7/1/2017,Aerial,75027
17229,7329,11/1/2017,Aerial,75027
16421,3,10/1/2017,Aerial,75027
8851,3,4/1/2017,Aerial,75027
13838,8,9/1/2017,Aerial,75027
16948,8,11/1/2017,Aerial,75027
13728,7522,9/1/2017,Aerial,75027
8121,8,3/1/2017,Aerial,75027
10762,6877,7/1/2017,Aerial,75027
8048,9,3/1/2017,Aerial,75027
16791,8,10/1/2017,Aerial,75027
10770,8,7/1/2017,Aerial,75027
10821,2,7/1/2017,Aerial,75027
17886,7329,11/1/2017,Aerial,75027
8131,8632,3/1/2017,Aerial,75027
10489,9,7/1/2017,Aerial,75027
11977,8,8/1/2017,Aerial,75027
8122,8,3/1/2017,Aerial,75027
16346,6,10/1/2017,Aerial,75027
12690,8,8/1/2017,Aerial,75027
13643,3,9/1/2017,Aerial,75027
16444,8,10/1/2017,Aerial,75027
16538,3,10/1/2017,Aerial,75027
10658,8,7/1/2017,Aerial,75027
10755,7672,8/1/2017,Aerial,75027
10522,9,7/1/2017,Aerial,75027
17582,7329,11/1/2017,Aerial,75027
8088,4,3/1/2017,Aerial,75027
16360,10313,10/1/2017,Aerial,75027
8098,3,3/1/2017,Aerial,75027
10655,8,7/1/2017,Aerial,75027
3713,8,1/1/2016,Aerial,74962
7772,9,2/1/2017,Dirt,74874
7979,8,3/1/2017,Dirt,74874
7766,5,2/1/2017,Dirt,74874
10305,9,6/1/2017,Dirt,74701
10261,9,6/1/2017,Dirt,74701
13879,4,10/1/2017,Dirt,74701
8101,8606,3/1/2017,Aerial,74588
7924,8632,3/1/2017,Aerial,74588
8498,7669,3/1/2017,Aerial,74588
13581,8632,9/1/2017,Aerial,74497
16589,8,10/1/2017,Aerial,74497
13582,7522,9/1/2017,Aerial,74497
16485,10744,10/1/2017,Aerial,74497
13614,3,9/1/2017,Aerial,74497
6275,9,1/1/2016,Dirt,74160
6272,9,1/1/2016,Dirt,74160
13815,8,10/1/2017,Aerial,74092
13716,2,9/1/2017,Aerial,74092
9792,3,6/1/2017,Aerial,74092
10423,3,6/1/2017,Aerial,74092
13793,9,10/1/2017,Aerial,74092
13533,9,9/1/2017,Aerial,74092
13800,9,9/1/2017,Aerial,74092
13758,1,9/1/2017,Aerial,74092
9235,8,5/1/2017,Aerial,74062
9236,8,5/1/2017,Aerial,74062
9337,8,5/1/2017,Aerial,74062
9336,8,5/1/2017,Aerial,74062
6756,8606,1/1/2017,Dirt,73889
6883,9,1/1/2017,Dirt,73766
17405,8,11/1/2017,Aerial,73060
6969,4,1/1/2017,Aerial,72717
8852,4,4/1/2017,Aerial,72717
14353,7670,10/1/2017,Dirt,72485
6365,1,1/1/2016,Dirt,72094
14218,5,10/1/2017,Dirt,70888
14144,8606,9/1/2017,Dirt,70623
6461,6,12/1/2016,Aerial,69844
6529,6877,12/1/2016,Aerial,69844
6530,9,12/1/2016,Aerial,69844
6435,10744,1/1/2016,Aerial,69844
5877,9,1/1/2016,Aerial,69840
5801,9,1/1/2016,Aerial,69840
5862,7329,1/1/2016,Aerial,69840
6403,5,1/1/2016,Aerial,69840
14414,9,10/1/2017,Dirt,69812
14413,9,10/1/2017,Dirt,69812
1744,6,1/1/2016,Aerial,69552
9941,3,6/1/2017,Aerial,69166
8028,2,3/1/2017,Aerial,69166
7934,5,2/1/2017,Aerial,69166
10764,2,7/1/2017,Aerial,69166
9292,2,5/1/2017,Aerial,69166
8929,3,4/1/2017,Aerial,69166
8903,3,4/1/2017,Aerial,69166
7982,2,3/1/2017,Aerial,69166
11846,2,7/1/2017,Aerial,69166
8855,3,4/1/2017,Aerial,69166
7681,5,2/1/2017,Aerial,69166
7710,5,2/1/2017,Aerial,69166
7530,3,2/1/2017,Aerial,69166
6967,4,1/1/2017,Aerial,69166
7418,3,2/1/2017,Aerial,69166
7469,9,2/1/2017,Aerial,69166
7652,5,2/1/2017,Aerial,69166
7453,3,2/1/2017,Aerial,69166
7633,5,2/1/2017,Aerial,69166
7705,6,2/1/2017,Aerial,69166
7958,7329,2/1/2017,Aerial,69165
9160,8606,4/1/2017,Aerial,69165
9157,9,4/1/2017,Aerial,69165
9085,4,4/1/2017,Aerial,68886
6999,4,1/1/2017,Aerial,68886
6966,4,1/1/2017,Aerial,68886
18735,3,12/1/2017,Aerial,68555
13954,2,9/1/2017,Aerial,68555
10661,3,7/1/2017,Aerial,68555
19009,7522,12/1/2017,Aerial,68555
18766,3,12/1/2017,Aerial,68555
8862,8,4/1/2017,Dirt,68436
16793,6,10/1/2017,Aerial,68353
16445,10744,10/1/2017,Aerial,68353
10660,3,6/1/2017,Aerial,68353
9940,3,6/1/2017,Aerial,68353
16442,2,10/1/2017,Aerial,68353
9811,6877,6/1/2017,Aerial,68353
16446,6,10/1/2017,Aerial,68353
9939,3,6/1/2017,Aerial,68353
10093,6,6/1/2017,Dirt,68193
6711,2,1/1/2017,Dirt,68109
6710,2,1/1/2017,Dirt,68109
5983,7672,1/1/2016,Dirt,68040
18928,9,12/1/2017,Aerial,67119
10105,9,6/1/2017,Dirt,67039
10021,8,6/1/2017,Dirt,67015
6171,5,1/1/2016,Dirt,66960
6172,9,1/1/2016,Dirt,66960
8977,5,5/1/2017,Dirt,66816
10103,5,6/1/2017,Dirt,66806
1438,7670,1/1/2016,Aerial,66456
13597,6,9/1/2017,Dirt,66375
8637,8632,3/1/2017,Dirt,66249
6420,8,12/1/2016,Aerial,66071
6533,7329,12/1/2016,Aerial,66071
6417,7329,12/1/2016,Aerial,66071
6421,8,12/1/2016,Aerial,66071
6418,7329,12/1/2016,Aerial,66071
6419,8,12/1/2016,Aerial,66071
6438,7329,1/1/2016,Aerial,66071
6416,8,12/1/2016,Aerial,66071
19702,7329,12/1/2017,Aerial,65910
13172,8,9/1/2017,Aerial,65910
14259,8,10/1/2017,Aerial,65910
14120,10744,10/1/2017,Aerial,65910
14344,7329,10/1/2017,Aerial,65910
14345,8,10/1/2017,Aerial,65910
19797,8,12/1/2017,Aerial,65910
13166,8,8/1/2017,Aerial,65910
12311,6,8/1/2017,Aerial,65910
14343,8,10/1/2017,Aerial,65910
12310,7522,8/1/2017,Aerial,65910
14260,8,10/1/2017,Aerial,65910
13099,8,9/1/2017,Aerial,65910
19022,8,12/1/2017,Aerial,65910
12685,7522,8/1/2017,Aerial,65910
16012,2,10/1/2017,Aerial,65910
13173,8,9/1/2017,Aerial,65910
16111,8,10/1/2017,Aerial,65910
14261,8,10/1/2017,Aerial,65910
16182,8,10/1/2017,Aerial,65910
10719,6,7/1/2017,Aerial,65910
13171,8,9/1/2017,Aerial,65910
13163,6,9/1/2017,Aerial,65910
14087,7329,9/1/2017,Aerial,65910
16183,8,10/1/2017,Dirt,65866
16207,8,10/1/2017,Dirt,65866
8670,3,4/1/2017,Dirt,65334
8507,8,3/1/2017,Aerial,65334
9307,9,5/1/2017,Aerial,65334
8973,5,4/1/2017,Aerial,65334
8860,5,4/1/2017,Aerial,65334
8259,8,3/1/2017,Aerial,65334
8854,3,4/1/2017,Aerial,65334
6991,4,1/1/2017,Aerial,65334
6990,4,1/1/2017,Aerial,65334
6965,4,1/1/2017,Aerial,65334
7843,9,2/1/2017,Aerial,65334
7626,3,2/1/2017,Aerial,65334
7519,5,2/1/2017,Aerial,65334
7715,5,2/1/2017,Aerial,65334
7507,3,2/1/2017,Aerial,65334
7540,9,2/1/2017,Aerial,65334
7535,3,2/1/2017,Aerial,65334
7680,6877,2/1/2017,Aerial,65334
7712,3,2/1/2017,Aerial,65334
622,5,1/1/2016,Aerial,65079
6016,1,1/1/2016,Aerial,64800
5957,1,1/1/2016,Aerial,64800
10224,9,6/1/2017,Aerial,64672
9565,8,5/1/2017,Aerial,64672
9695,8,5/1/2017,Aerial,64672
9422,9,5/1/2017,Aerial,64672
16591,1,10/1/2017,Aerial,64672
9942,3,6/1/2017,Aerial,64672
9369,6877,5/1/2017,Aerial,64672
10196,3,6/1/2017,Aerial,64672
9693,10744,5/1/2017,Aerial,64672
10518,8,6/1/2017,Aerial,64672
9704,9,5/1/2017,Aerial,64672
9564,8,5/1/2017,Aerial,64672
16774,2,10/1/2017,Aerial,64672
16792,6,11/1/2017,Aerial,64672
16807,7329,11/1/2017,Aerial,64306
16944,8,11/1/2017,Aerial,64306
17094,7329,11/1/2017,Aerial,64306
16494,8,10/1/2017,Aerial,64306
16493,7522,10/1/2017,Aerial,64306
1530,7329,1/1/2016,Aerial,64008
4470,9,1/1/2016,Aerial,63936
6047,5,1/1/2016,Aerial,63936
5923,5,1/1/2016,Aerial,63936
5969,9,1/1/2016,Aerial,63936
9296,9,5/1/2017,Aerial,63498
2056,3,1/1/2016,Aerial,63000
1839,3,1/1/2016,Aerial,63000
2069,6877,1/1/2016,Aerial,63000
2080,3,1/1/2016,Aerial,63000
2016,3,1/1/2016,Aerial,63000
2012,3,1/1/2016,Aerial,63000
2086,3,1/1/2016,Aerial,63000
1421,3,1/1/2016,Aerial,63000
1857,3,1/1/2016,Aerial,63000
1427,3,1/1/2016,Aerial,63000
1531,3,1/1/2016,Aerial,63000
2070,3,1/1/2016,Aerial,63000
2057,3,1/1/2016,Aerial,63000
1917,3,1/1/2016,Aerial,63000
2517,6,1/1/2016,Aerial,62851
2518,6,1/1/2016,Aerial,62851
2520,8,1/1/2016,Aerial,62851
3233,7522,1/1/2016,Aerial,62851
2519,3,1/1/2016,Aerial,62851
2480,9,1/1/2016,Aerial,62851
2521,6,1/1/2016,Aerial,62851
14312,8,10/1/2017,Aerial,62849
14374,2,10/1/2017,Aerial,62849
10753,7329,7/1/2017,Aerial,62849
13973,7329,9/1/2017,Aerial,62849
10752,8633,7/1/2017,Aerial,62849
14311,7329,10/1/2017,Aerial,62849
14041,9,10/1/2017,Aerial,62849
20507,3,12/1/2017,Aerial,62785
2537,5,1/1/2016,Aerial,62676
2538,8,1/1/2016,Aerial,62676
2092,9,1/1/2016,Aerial,62676
3341,7329,1/1/2016,Aerial,62564
6020,10744,1/1/2016,Aerial,62564
6029,6877,1/1/2016,Aerial,62564
3342,8606,1/1/2016,Aerial,62564
13731,8,9/1/2017,Dirt,62352
18464,8,11/1/2017,Dirt,62352
17745,7522,11/1/2017,Aerial,62272
13974,8,9/1/2017,Aerial,62272
10147,9,6/1/2017,Dirt,62199
10260,5,6/1/2017,Dirt,62199
8439,9,3/1/2017,Dirt,62199
14093,9,10/1/2017,Aerial,61954
14252,7329,10/1/2017,Aerial,61954
14371,7522,10/1/2017,Aerial,61954
16148,8606,10/1/2017,Aerial,61954
14271,7329,10/1/2017,Aerial,61954
16159,7522,10/1/2017,Aerial,61954
13727,7522,9/1/2017,Aerial,61954
13724,7522,9/1/2017,Aerial,61954
13642,5,9/1/2017,Aerial,61954
13657,6,9/1/2017,Aerial,61954
14270,7329,10/1/2017,Aerial,61954
14092,9,10/1/2017,Aerial,61954
13584,5,9/1/2017,Aerial,61954
14319,7329,10/1/2017,Aerial,61954
13732,8,9/1/2017,Aerial,61954
13580,9,9/1/2017,Aerial,61954
13733,8,9/1/2017,Aerial,61954
14251,7329,10/1/2017,Aerial,61954
14216,6877,10/1/2017,Aerial,61954
6405,1,1/1/2016,Aerial,61920
6373,2,1/1/2016,Aerial,61920
