rental_date,rental_id,asset_id,market_id,rental_revenue
1/1/2017,10002,4441,3,244.23
1/1/2017,10004,3400,3,247.39
1/1/2017,10005,3402,3,247.39
1/1/2017,10052,3076,5,262.3
1/1/2017,10053,3145,5,401.59
1/1/2017,10074,2086,3,1120.57
1/1/2017,10077,1890,1,293.54
1/1/2017,10078,3573,1,252.37
1/1/2017,10243,1491,3,243.94
1/1/2017,10244,4125,3,246.41
1/1/2017,10279,3608,5,167.18
1/1/2017,10371,4601,3,1023.35
1/1/2017,10485,1251,9,504.3
1/1/2017,10514,4063,9,2862.78
1/1/2017,10553,4631,3,406.18
1/1/2017,10631,4127,3,263.76
1/1/2017,10669,1954,3,711.29
1/1/2017,10719,2109,3,265.82
1/1/2017,10741,4801,3,1785.28
1/1/2017,10743,3723,3,362.15
1/1/2017,10803,4541,3,1686.05
1/1/2017,10816,6208,6,1855.29
1/1/2017,10835,3779,8,2562.68
1/1/2017,10839,17885,7329,2832.08
1/1/2017,10843,3713,7329,2604.62
1/1/2017,10844,4240,8,2489.54
1/1/2017,10849,4012,8,2607.23
1/1/2017,10854,3707,3,878.32
1/1/2017,10858,4290,8,2730.29
1/1/2017,10859,2524,8,2735.37
1/1/2017,10860,2309,8,1674
1/1/2017,10862,2351,8,1845.7
1/1/2017,10866,4191,8,2738.74
1/1/2017,10916,3904,5,1165.55
1/1/2017,10974,2688,6,917.39
1/1/2017,10976,2689,6,1098.1
1/1/2017,11024,3981,6,191.4
1/1/2017,11096,2303,3,1845.89
1/1/2017,11119,4604,6,2362.18
1/1/2017,11134,1794,3,807.93
1/1/2017,11137,3503,6,1877.39
1/1/2017,11210,4055,3,256.98
1/1/2017,11225,3833,1,246.92
1/1/2017,11298,4663,5,2346.21
1/1/2017,11300,2019,3,340.26
1/1/2017,11342,3609,6,1877.63
1/1/2017,11377,3504,6,1687.15
1/1/2017,11406,4255,3,305.91
1/1/2017,11407,4260,3,303.09
1/1/2017,11408,4258,3,305.91
1/1/2017,11409,4265,3,303.09
1/1/2017,11410,4233,3,305.91
1/1/2017,11421,1565,3,2428.6
1/1/2017,11468,2142,3,1827.86
1/1/2017,11480,1406,3,2005.57
1/1/2017,11508,4644,8,2635.46
1/1/2017,11564,4664,8,2621.26
1/1/2017,11578,3905,5,2686.49
1/1/2017,11646,4044,3,16
1/1/2017,11649,2172,3,1313.19
1/1/2017,11659,4435,3,257.75
1/1/2017,11662,3567,1,240.65
1/1/2017,11681,1135,5,267.18
1/1/2017,11703,3914,5,2710.29
1/1/2017,11725,3271,6,1697.7
1/1/2017,11758,2676,6,743.59
1/1/2017,11772,4263,3,257.54
1/1/2017,11789,4193,3,840
1/1/2017,11881,4176,3,2972.48
1/1/2017,11907,4128,3,268.67
1/1/2017,11913,1698,3,48.84
1/1/2017,11935,703,1,212.25
1/1/2017,11963,5993,1,368.86
1/1/2017,11970,3952,8,2052.51
1/1/2017,11971,3907,8,2035.9
1/1/2017,12000,1927,3,90.14
1/1/2017,12006,4149,6,2645.33
1/1/2017,12012,4412,8,2589.78
1/1/2017,12027,17747,5,524.38
1/1/2017,12033,4268,3,259.07
1/1/2017,12047,2141,3,827.16
1/1/2017,12075,2533,6,873.19
1/1/2017,12156,3872,3,99.14
1/1/2017,12157,3875,3,99.14
1/1/2017,12159,4442,3,259.43
1/1/2017,12160,3398,3,250.65
1/1/2017,12166,2301,3,1913.14
1/1/2017,12208,5322,1,1461.31
1/1/2017,12210,5323,1,1413.5
1/1/2017,12211,5355,1,1445.98
1/1/2017,12214,5321,1,1375.85
1/1/2017,12215,5326,1,1434.18
1/1/2017,12290,2042,3,243.49
1/1/2017,12291,3267,3,243.49
1/1/2017,12293,2461,3,208.46
1/1/2017,12294,821,3,1805.79
1/1/2017,12302,1139,6,326.14
1/1/2017,12303,1140,6,326.14
1/1/2017,12306,562,6,326.14
1/1/2017,12308,555,6,326.14
1/1/2017,12309,589,6,326.14
1/1/2017,12321,3414,6,326.14
1/1/2017,12322,3407,6,326.14
1/1/2017,12323,3415,6,326.14
1/1/2017,12326,3708,3,1288.83
1/1/2017,12330,2337,6,1747.47
1/1/2017,12348,1534,3,2186.28
1/1/2017,12413,4042,3,279
1/1/2017,12419,4457,7329,2848.69
1/1/2017,12438,4225,3,2884.43
1/1/2017,12452,3409,3,257.23
1/1/2017,12461,2361,3,1956.93
1/1/2017,12471,2553,5,288.04
1/1/2017,12508,3663,6,2429.32
1/1/2017,12511,826,3,1769.76
1/1/2017,12522,3257,3,99.68
1/1/2017,12541,4126,3,264.54
1/1/2017,12557,2047,3,250.78
1/1/2017,12576,1900,3,2840.72
1/1/2017,12577,3417,3,322.65
1/1/2017,12611,3501,6,1780.85
1/1/2017,12612,1706,3,1820.84
1/1/2017,12619,2520,6,647.5
1/1/2017,12642,1889,1,301.72
1/1/2017,12643,691,1,113.14
1/1/2017,12654,4680,8,2064.77
1/1/2017,12671,3568,1,234.44
1/1/2017,12681,2535,6,1739.51
1/1/2017,12690,1480,3,80.47
1/1/2017,12694,3070,5,183.57
1/1/2017,12706,8170,6,2737.57
1/1/2017,12724,1340,3,1873.88
1/1/2017,12732,2096,3,348.83
1/1/2017,12733,879,3,239.1
1/1/2017,12734,1922,3,111.15
1/1/2017,12774,1700,3,271.03
1/1/2017,12793,4431,3,298.93
1/1/2017,12805,4641,6,1701
1/1/2017,12828,1891,1,339.34
1/1/2017,12830,4067,1,1960.06
1/1/2017,12832,3534,1,334.29
1/1/2017,12842,2694,6,704.4
1/1/2017,12851,4600,6,978.11
1/1/2017,12856,4113,1,213.76
1/1/2017,12871,1931,3,2685.97
1/1/2017,12877,3258,3,237.45
1/1/2017,12878,2814,3,43.2
1/1/2017,12883,4470,9,1766
1/1/2017,12886,7014,9,272.8
1/1/2017,12887,5818,9,282.84
1/1/2017,12888,9831,9,289.33
1/1/2017,12889,7030,9,272.8
1/1/2017,12912,3254,3,257.23
1/1/2017,12913,2573,3,391.79
1/1/2017,12927,1395,9,2485.44
1/1/2017,12932,4916,5,298.17
1/1/2017,12996,3910,5,1370.38
1/1/2017,13000,1537,3,2950.9
1/1/2017,13010,611,3,1494.15
1/1/2017,13016,1793,3,320.17
1/1/2017,13018,4612,9,744
1/1/2017,13022,4611,9,756.09
1/1/2017,13023,4610,9,756.09
1/1/2017,13049,4627,3,2793.42
1/1/2017,13050,3840,1,241.94
1/1/2017,13051,5239,9,2363.67
1/1/2017,13060,5000,1,93.53
1/1/2017,13079,5157,9,3605.54
1/1/2017,13080,2519,6,1681.75
1/1/2017,13108,3113,6,1052.4
1/1/2017,13110,1708,8,2699.4
1/1/2017,13131,1529,3,2593.94
1/1/2017,13133,3401,3,265.85
1/1/2017,13134,3399,3,265.85
1/1/2017,13145,4739,5,1229.12
1/1/2017,13148,1856,5,1685.39
1/1/2017,13149,4662,5,1644.63
1/1/2017,13161,3572,1,232.77
1/1/2017,13162,1278,1,303.97
1/1/2017,13163,4224,1,1648.58
1/1/2017,13165,753,1,1302.24
1/1/2017,13177,4073,6,2457.64
1/1/2017,13178,1356,5,1252.33
1/1/2017,13201,1112,3,112.7
1/1/2017,13210,4158,3,2875.12
1/1/2017,13234,3034,3,704
1/1/2017,13244,4662,9,1589.13
1/1/2017,13250,9943,3,2266.88
1/1/2017,13259,5160,5,293.44
1/1/2017,13263,4085,5,2869.71
1/1/2017,13302,4784,3,207.26
1/1/2017,13305,652,1,695.49
1/1/2017,13317,3736,5,1578.34
1/1/2017,13327,1137,5,33.31
1/1/2017,13331,3396,3,282.1
1/1/2017,13350,1498,3,256.92
1/1/2017,13364,4930,5,204.99
1/1/2017,13369,3163,5,564.2
1/1/2017,13373,4065,1,536
1/1/2017,13409,4184,3,899.81
1/1/2017,13416,582,1,327.89
1/1/2017,13425,900,1,1696.68
1/1/2017,13440,4720,3,2559.36
1/1/2017,13443,3570,2,271.72
1/1/2017,13449,2506,3,1262.36
1/1/2017,13450,2014,3,154.66
1/1/2017,13455,4613,9,722.59
1/1/2017,13457,4614,9,749.76
1/1/2017,13468,5753,3,1505.03
1/1/2017,13478,5887,5,1642.11
1/1/2017,13488,3841,1,234.74
1/1/2017,13503,6194,9,3817.41
1/1/2017,13506,2196,1,1569.84
1/1/2017,13514,2521,6,1674
1/1/2017,13516,1926,3,756.68
1/1/2017,13534,1197,5,646.96
1/1/2017,13535,1196,5,614.2
1/1/2017,13539,1651,6,336
1/1/2017,13540,2362,6,336
1/1/2017,13541,2320,6,336
1/1/2017,13570,1816,3,1753.71
1/1/2017,13571,4387,3,1753.71
1/1/2017,13581,5286,5,979.67
1/1/2017,13583,4252,3,277.06
1/1/2017,13596,3259,3,448.14
1/1/2017,13598,4176,3,2962.83
1/1/2017,13609,4083,3,86.4
1/1/2017,13610,2110,3,182.47
1/1/2017,13623,2819,6,430.02
1/1/2017,13625,5269,1,257.4
1/1/2017,13643,5164,5,77.05
1/1/2017,13656,2300,3,1967.91
1/1/2017,13659,2080,3,2773.49
1/1/2017,13660,4155,9,2885.99
1/1/2017,13661,9784,9,2859.5
1/1/2017,13677,4439,3,207.47
1/1/2017,13678,4449,3,207.47
1/1/2017,13691,5596,6,3222.36
1/1/2017,13697,2360,3,1862.42
1/1/2017,13701,3064,9,239.14
1/1/2017,13704,1956,3,702.75
1/1/2017,13706,5068,5,248.55
1/1/2017,13707,2342,5,1765.09
1/1/2017,13722,1674,6,2920.37
1/1/2017,13725,3154,9,197.56
1/1/2017,13743,5065,9,1128.85
1/1/2017,13751,1856,5,1698.88
1/1/2017,13754,5276,1,288.85
1/1/2017,13773,8210,9,1516.42
1/1/2017,13779,2092,5,1650.61
1/1/2017,13781,2144,3,1928.45
1/1/2017,13788,5265,1,264.07
1/1/2017,13789,3571,1,252.6
1/1/2017,13792,5411,6,213.35
1/1/2017,13793,4725,1,1445.98
1/1/2017,13811,4443,3,254.38
1/1/2017,13813,2303,3,1843.2
1/1/2017,13831,3507,9,2942.41
1/1/2017,13836,622,5,2869.71
1/1/2017,13874,4819,5,1618.76
1/1/2017,13875,5725,5,1564.09
1/1/2017,13884,2539,3,638.92
1/1/2017,13891,5268,1,288.85
1/1/2017,13895,4134,3,1502.31
1/1/2017,13896,1695,3,279
1/1/2017,13901,5877,9,2306.87
1/1/2017,13907,9783,9,2712
1/1/2017,13908,3625,9,344.88
1/1/2017,13910,1270,9,1429.03
1/1/2017,13913,1985,3,1984
1/1/2017,13915,3745,5,1185.21
1/1/2017,13917,1996,3,136.46
1/1/2017,13920,4434,3,192.69
1/1/2017,13927,5672,5,3153.35
1/1/2017,13937,2518,6,196.37
1/1/2017,13940,1326,1,184.49
1/1/2017,13950,5896,3,391.26
1/1/2017,13963,3803,6,406.73
1/1/2017,13973,5058,9,1665.63
1/1/2017,13975,3913,9,1679
1/1/2017,13978,3906,3,2528.8
1/1/2017,13980,3801,6,430.64
1/1/2017,13981,3957,6,430.64
1/1/2017,13984,3802,6,413.33
1/1/2017,13989,5398,1,1521.36
1/1/2017,13997,3786,6,409
1/1/2017,13998,3804,6,396.22
1/1/2017,14003,3953,6,413.33
1/1/2017,14004,3785,6,587.37
1/1/2017,14020,2007,3,1507.79
1/1/2017,14034,3269,3,22.5
1/1/2017,14036,3397,3,270.89
1/1/2017,14050,743,5,419.66
1/1/2017,14055,591,1,264.66
1/1/2017,14058,3902,1,312.29
1/1/2017,14066,2467,3,949.77
1/1/2017,14069,3934,9,1512.91
1/1/2017,14095,5491,1,237
1/1/2017,14097,2995,5,441.13
1/1/2017,14100,5672,5,2500.58
1/1/2017,14106,8210,9,1506.07
1/1/2017,14107,1543,3,253.12
1/1/2017,14111,4123,3,1472.17
1/1/2017,14130,4035,3,1160.64
1/1/2017,14154,1975,3,1529.33
1/1/2017,14183,2387,1,1568.65
1/1/2017,14185,3970,9,2641.2
1/1/2017,14188,2012,3,2940
1/1/2017,14193,2454,3,1384.18
1/1/2017,14202,4197,3,2410.56
1/1/2017,14206,5469,8,7564.95
1/1/2017,14217,3569,1,268.17
1/1/2017,14237,2812,3,275.24
1/1/2017,14238,4056,3,275.24
1/1/2017,14246,3416,9,1488
1/1/2017,14255,4925,5,226.03
1/1/2017,14263,1167,3,249.03
1/1/2017,14264,1121,1,320.64
1/1/2017,14268,1675,3,1212.21
1/1/2017,14271,2992,5,1265.52
1/1/2017,14275,4208,5,85.57
1/1/2017,14277,5481,5,2653.8
1/1/2017,14307,5394,9,1431.21
1/1/2017,14318,4002,6,396.59
1/1/2017,14319,4001,6,396.36
1/1/2017,14320,3788,6,396.36
1/1/2017,14321,3998,6,396.59
1/1/2017,14323,5505,6,396.8
1/1/2017,14324,4000,6,396.59
1/1/2017,14325,4005,6,396.72
1/1/2017,14326,4003,6,397.16
1/1/2017,14327,3999,6,395.91
1/1/2017,14328,4004,6,396.59
1/1/2017,14329,3954,6,396.72
1/1/2017,14330,3800,6,396.36
1/1/2017,14331,5503,6,396.8
1/1/2017,14332,5506,6,396.36
1/1/2017,14333,5513,6,396.36
1/1/2017,14341,1696,3,296.28
1/1/2017,14342,2025,3,391.1
1/1/2017,14344,5495,7522,396.44
1/1/2017,14345,5496,6,396.8
1/1/2017,14346,5497,6,396.77
1/1/2017,14348,3298,3,1710.87
1/1/2017,14350,5499,6,396.18
1/1/2017,14351,5500,6,397.16
1/1/2017,14352,5501,6,396.36
1/1/2017,14353,5502,6,396.34
1/1/2017,14354,5504,6,396.18
1/1/2017,14355,5507,6,396.22
1/1/2017,14356,5508,6,396.36
1/1/2017,14357,5509,6,396.72
1/1/2017,14358,5510,6,397.16
1/1/2017,14359,5511,6,396.72
1/1/2017,14360,5512,7522,396.75
1/1/2017,14361,5514,6,334.29
1/1/2017,14365,4927,5,143.75
1/1/2017,14366,4120,3,1827.93
1/1/2017,14372,2002,3,531.89
1/1/2017,14374,3889,3,543.37
1/1/2017,14377,3075,5,239.14
1/1/2017,14401,2069,5,2684.57
1/1/2017,14440,2569,3,416.56
1/1/2017,14441,1653,3,2983.05
1/1/2017,14444,3148,5,458.86
1/1/2017,14448,4436,3,237.45
1/1/2017,14450,1168,3,248
1/1/2017,14452,2295,3,301.03
1/1/2017,14457,2989,8,3925.24
1/1/2017,14464,4027,9,1596.82
1/1/2017,14466,5712,9,1362.82
1/1/2017,14471,6128,5,1202.4
1/1/2017,14475,729,5,307.56
1/1/2017,14501,5519,6,395.1
1/1/2017,14502,5520,6,396.05
1/1/2017,14503,5521,6,396.25
1/1/2017,14505,4043,3,252.09
1/1/2017,14506,5522,6,396.25
1/1/2017,14509,3571,1,237.58
1/1/2017,14510,5668,5,300.46
1/1/2017,14511,5523,6,397.09
1/1/2017,14512,5524,6,641.38
1/1/2017,14513,5525,6,396.05
1/1/2017,14516,5526,6,396.06
1/1/2017,14517,5527,6,396.49
1/1/2017,14518,5528,6,397.09
1/1/2017,14522,3837,3,1788.25
1/1/2017,14524,4671,3,2530.55
1/1/2017,14525,5529,6,396.69
1/1/2017,14526,5530,6,396.69
1/1/2017,14527,5531,6,396.69
1/1/2017,14530,5532,6,397.07
1/1/2017,14533,1632,3,1714.83
1/1/2017,14534,5533,6,396.62
1/1/2017,14535,5534,6,396.61
1/1/2017,14536,5535,7522,397.48
1/1/2017,14537,5537,7522,396.63
1/1/2017,14538,5538,6,396.03
1/1/2017,14546,4762,6,1268.18
1/1/2017,14558,1134,1,277.53
1/1/2017,14560,1245,1,175.95
1/1/2017,14562,1216,1,321.18
1/1/2017,14579,4535,6,1928.98
1/1/2017,14583,2308,3,1822.58
1/1/2017,14585,4205,5,73.86
1/1/2017,14623,2693,6,1235.7
1/1/2017,14625,4785,9,1602.26
1/1/2017,14627,5216,5,1578.73
1/1/2017,14630,5553,6,358.36
1/1/2017,14632,5554,6,360.28
1/1/2017,14633,5555,6,359.48
1/1/2017,14634,5556,6,358.36
1/1/2017,14636,2489,3,1161.71
1/1/2017,14637,5565,6,359.48
1/1/2017,14638,5562,6,359.48
1/1/2017,14639,5561,6,359.48
1/1/2017,14640,5572,6,358.88
1/1/2017,14641,5550,6,360.28
1/1/2017,14642,5560,6,359.48
1/1/2017,14648,3418,3,37.89
1/1/2017,14665,5579,6,358.53
1/1/2017,14666,5567,6,361.2
1/1/2017,14667,5557,6,361.2
1/1/2017,14668,5566,6,361.2
1/1/2017,14669,5568,6,361.2
1/1/2017,14672,4231,3,1139.13
1/1/2017,14673,627,5,2449.38
1/1/2017,14685,2324,3,1913.14
1/1/2017,14697,3611,9,1600.6
1/1/2017,14701,1883,6,2481.08
1/1/2017,14703,1884,8,2545.92
1/1/2017,14705,2465,8,2968.8
1/1/2017,14708,5548,6,93.82
1/1/2017,14726,5480,9,2303.49
1/1/2017,14727,644,9,1474.05
1/1/2017,14730,3033,3,972.36
1/1/2017,14741,5005,3,6330.77
1/1/2017,14749,1238,6,1566
1/1/2017,14752,3263,3,295.01
1/1/2017,14760,3901,3,416.92
1/1/2017,14771,2525,6,2052
1/1/2017,14792,5620,6,2549.04
1/1/2017,14804,5007,5,1506.6
1/1/2017,14832,2991,5,1121
1/1/2017,14842,3146,5,221.14
1/1/2017,14844,3147,5,419.56
1/1/2017,14856,5484,9,3522.05
1/1/2017,14864,1957,3,854.17
1/1/2017,14880,2049,3,258.32
1/1/2017,14889,2016,3,1804.43
1/1/2017,14905,4624,3,1149.62
1/1/2017,14906,4028,5,502.74
1/1/2017,14910,4677,5,147.79
1/1/2017,14930,4428,3,249.54
1/1/2017,14933,5352,5,361.79
1/1/2017,14934,5348,5,361.79
1/1/2017,14943,2564,6,378.78
1/1/2017,14944,2565,6,378.78
1/1/2017,14945,2070,3,2885.57
1/1/2017,14949,2302,3,1820.61
1/1/2017,14967,2537,9,1656.64
1/1/2017,14969,4352,9,730.48
1/1/2017,14970,4615,9,730.48
1/1/2017,14971,2994,9,1156.58
1/1/2017,14972,5272,1,175.31
1/1/2017,14973,1699,1,175.31
1/1/2017,14976,1427,3,1832.24
1/1/2017,14979,2142,3,156
1/1/2017,14991,4264,3,303.86
1/1/2017,14993,4264,3,296.81
1/1/2017,15028,4067,2,2126.97
1/1/2017,15037,2275,3,817.11
1/1/2017,15058,3341,6,1847.56
1/1/2017,15078,2198,3,1005.85
1/1/2017,15138,4643,6,1830.24
1/1/2017,15142,1578,6,352
1/1/2017,15168,3072,5,285.63
1/1/2017,15186,2276,3,742.27
1/1/2017,15194,1402,3,406.59
1/1/2017,15197,3294,3,1111.49
1/1/2017,15198,625,5,116.34
1/1/2017,15230,2536,3,634.77
1/1/2017,15252,1116,2,360.23
1/1/2017,15266,3158,5,486.98
1/1/2017,15267,3161,5,486.98
1/1/2017,15277,5920,9,447.24
1/1/2017,15279,8052,9,447.24
1/1/2017,15294,4608,9,722.59
1/1/2017,15302,2197,1,1523.67
1/1/2017,15310,873,3,407.51
1/1/2017,15319,1169,3,180.63
1/1/2017,15321,1110,3,453.6
1/1/2017,15322,3266,3,267.47
1/1/2017,15358,4182,3,594.2
1/1/2017,15363,567,1,12.3
1/1/2017,15370,3069,5,284.28
1/1/2017,15376,2306,3,1907.09
1/1/2017,15380,1261,3,2037.32
1/1/2017,15392,5756,3,492.8
1/1/2017,15408,1992,3,436.69
1/1/2017,15410,5646,5,290.54
1/1/2017,15411,5645,5,287.94
1/1/2017,15424,1214,5,315.45
1/1/2017,15429,2815,3,254.28
1/1/2017,15432,3004,5,1116
1/1/2017,15438,3052,1,1034.5
1/1/2017,15442,5250,5,1793.57
1/1/2017,15450,1968,3,1118.12
1/1/2017,15460,1894,1,388.3
1/1/2017,15464,4678,5,1102.87
1/1/2017,15467,4121,3,1395
1/1/2017,15489,2768,9,3478.34
1/1/2017,15491,4616,5,775.76
1/1/2017,15494,5886,9,1707.75
1/1/2017,15496,2095,3,854.02
1/1/2017,15498,9089,9,1196.65
1/1/2017,15506,10310,9,248
1/1/2017,15511,5760,5,2205.74
1/1/2017,15516,5689,5,328.62
1/1/2017,15539,2674,6,1421.76
1/1/2017,15542,1949,3,1153.96
1/1/2017,15546,4923,9,273.82
1/1/2017,15550,5729,9,423.15
1/1/2017,15552,4603,5,2521.87
1/1/2017,15553,644,5,1607.04
1/1/2017,15554,5871,5,1241.05
1/1/2017,15556,604,3,339.65
1/1/2017,15558,5652,5,151.68
1/1/2017,15560,5649,5,151.68
1/1/2017,15571,5691,6,2538.3
1/1/2017,15575,1525,1,54.55
1/1/2017,15580,2004,3,551.43
1/1/2017,15607,1406,3,1462.15
1/1/2017,15621,4185,6,280
1/1/2017,15627,2041,3,267.84
1/1/2017,15628,5778,3,643.85
1/1/2017,15642,4438,3,269.47
1/1/2017,15651,1961,3,1093.93
1/1/2017,15660,4919,5,252.27
1/1/2017,15661,4917,5,252.27
1/1/2017,15662,3065,5,251.73
1/1/2017,15670,5671,9,2244.68
1/1/2017,15671,5483,9,2640.47
1/1/2017,15672,3024,9,331.15
1/1/2017,15683,1902,3,2728
1/1/2017,15684,4740,5,1984
1/1/2017,15685,3731,5,1984
1/1/2017,15690,2504,3,1094.59
1/1/2017,15697,4206,5,554.31
1/1/2017,15699,3777,6,201.84
1/1/2017,15700,3795,6,360.46
1/1/2017,15701,4091,6,360.07
1/1/2017,15702,3783,6,201.84
1/1/2017,15704,3807,6,201.84
1/1/2017,15705,3784,6,364.17
1/1/2017,15708,3789,6,364.17
1/1/2017,15709,3798,6,201.84
1/1/2017,15713,3782,6,360.07
1/1/2017,15714,3792,6,401.76
1/1/2017,15716,2466,6,1057.33
1/1/2017,15717,1519,2,1743.75
1/1/2017,15730,5274,2,32.19
1/1/2017,15734,5279,2,32.19
1/1/2017,15738,5270,2,32.19
1/1/2017,15739,5273,2,32.19
1/1/2017,15740,5775,3,589.33
1/1/2017,15741,5777,3,801.63
1/1/2017,15743,5653,5,376.4
1/1/2017,15744,3873,1,424.46
1/1/2017,15745,5972,1,1097.56
1/1/2017,15762,3794,6,360.07
1/1/2017,15764,4931,5,333.3
1/1/2017,15770,5881,3,3052.97
1/1/2017,15772,2003,3,450.67
1/1/2017,15773,3791,6,360.07
1/1/2017,15775,2998,5,1131.92
1/1/2017,15776,3958,6,360.07
1/1/2017,15778,5573,6,357.26
1/1/2017,15779,5551,6,357.12
1/1/2017,15780,5558,6,356.68
1/1/2017,15781,5571,6,363.07
1/1/2017,15785,1678,3,1122.03
1/1/2017,15790,3779,7522,397.45
1/1/2017,15797,4445,3,237.87
1/1/2017,15799,1704,1,352.9
1/1/2017,15800,1497,3,46.45
1/1/2017,15802,2094,3,1189.08
1/1/2017,15803,5470,3,256.07
1/1/2017,15806,5867,3,2681.38
1/1/2017,15807,1649,5,2916
1/1/2017,15818,4627,3,2932.16
1/1/2017,15822,3405,3,131.31
1/1/2017,15833,4642,6,961.55
1/1/2017,15851,4031,6,0.18
1/1/2017,15853,4030,6,0
1/1/2017,15856,4239,6,2480.46
1/1/2017,15857,3844,8,2462.13
1/1/2017,15858,4061,8,2655.46
1/1/2017,15861,5750,3,327.48
1/1/2017,15871,690,3,2081.19
1/1/2017,15875,2505,3,1269.3
1/1/2017,15876,4275,3,1195.71
1/1/2017,15877,4232,3,1244.47
1/1/2017,15881,3606,5,1998.81
1/1/2017,15884,1502,3,304.61
1/1/2017,15893,5888,5,1520
1/1/2017,15895,10771,6,2810.79
1/1/2017,15901,5420,6,1913.14
1/1/2017,15904,5650,5,322.93
1/1/2017,15905,5647,5,322.93
1/1/2017,15911,564,1,161.1
1/1/2017,15913,5275,1,161.1
1/1/2017,15914,5264,1,161.1
1/1/2017,15920,3252,3,1895.43
1/1/2017,15930,5965,3,1879.58
1/1/2017,15932,5644,5,36.87
1/1/2017,15936,5942,9,322.55
1/1/2017,15942,1806,3,1554.43
1/1/2017,15958,4155,5,1870.14
1/1/2017,15959,3793,6,360.68
1/1/2017,15960,3781,6,199.04
1/1/2017,15961,3780,6,360.68
1/1/2017,15962,3955,6,361.56
1/1/2017,15963,3809,6,360.68
1/1/2017,15964,5498,6,360.07
1/1/2017,15999,5665,9,300.67
1/1/2017,16007,4669,9,1117.35
1/1/2017,16009,5885,9,1442.58
1/1/2017,16014,4116,3,826.91
1/1/2017,16016,5746,3,286.2
1/1/2017,16022,2528,5,734.9
1/1/2017,16034,5180,5,1336.92
1/1/2017,16042,4157,1,342.03
1/1/2017,16052,4058,1,399.13
1/1/2017,16056,2502,3,2687.07
1/1/2017,16057,1403,3,1203.11
1/1/2017,16061,1240,3,1057.26
1/1/2017,16068,2006,3,1409.68
1/1/2017,16076,2044,3,272.8
1/1/2017,16085,5018,6,957
1/1/2017,16092,4136,3,1432.6
1/1/2017,16096,5764,5,689.14
1/1/2017,16099,5895,3,419.94
1/1/2017,16100,5891,3,425.66
1/1/2017,16111,1846,3,2617.63
1/1/2017,16115,4532,1,1665.16
1/1/2017,16122,1857,3,2710.29
1/1/2017,16132,5176,5,178.03
1/1/2017,16133,5159,5,178.03
1/1/2017,16141,4527,3,2686.3
1/1/2017,16143,5776,3,188.69
